2019-07-15T11:38:56.531532,2642164,-5125156,-7865859,-7883738,-7886841,-7865437,-7870412,-7955715,..
2019-07-15T11:38:56.599441,2641391,-5125852,-7865715,-7881987,-7886801,-7865401,-7870516,-7954171,..
2019-07-15T11:38:56.747244,2640768,-5126315,-7865764,-7880037,-7886956,-7865612,-7870694,-7952471,..
2019-07-15T11:38:56.958960,2640372,-5126486,-7866026,-7874711,-7886804,-7865683,-7870819,-7950529,..
2019-07-15T11:38:57.102769,2640523,-5126081,-7867078,-7861781,-7887049,-7866236,-7871367,-7948113,..
2019-07-15T11:38:57.170678,2641063,-5125359,-7867464,-7865902,-7887355,-7866583,-7871567,-7945370,..
2019-07-15T11:38:57.186657,2641663,-5124675,-7867521,-7875142,-7887386,-7866561,-7871516,-7942596,..
2019-07-15T11:38:57.398375,2642463,-5123724,-7867149,-7884088,-7887418,-7866201,-7871610,-7939622,..
2019-07-15T11:38:57.546178,2643357,-5122523,-7867037,-7896881,-7887212,-7865676,-7871322,-7936576,..
2019-07-15T11:38:57.674007,2643652,-5121978,-7866347,-7915586,-7886889,-7865706,-7870726,-7934032,..
2019-07-15T11:38:57.713961,2643091,-5122481,-7865516,-7917334,-7886372,-7865657,-7870114,-7932322,..
2019-07-15T11:38:57.761891,2642301,-5123276,-7865459,-7915542,-7886372,-7865020,-7870168,-7930871,..
2019-07-15T11:38:57.897708,2641826,-5123701,-7865951,-7913433,-7886716,-7865517,-7870609,-7929131,..
2019-07-15T11:38:58.129399,2641553,-5123759,-7866072,-7911041,-7886637,-7865692,-7870513,-7927108,..
2019-07-15T11:38:58.349106,2641167,-5123956,-7865808,-7908741,-7886576,-7865424,-7870339,-7925182,..
2019-07-15T11:38:58.361090,2640593,-5124452,-7865681,-7906786,-7886402,-7865071,-7870182,-7923512,..
2019-07-15T11:38:58.568813,2639866,-5125062,-7865686,-7904941,-7886429,-7865140,-7870302,-7921957,..
2019-07-15T11:38:58.692647,2639330,-5125406,-7865856,-7902827,-7886725,-7865302,-7870548,-7920149,..
2019-07-15T11:38:58.784525,2639038,-5125457,-7866052,-7900444,-7886833,-7865781,-7870732,-7918146,..
2019-07-15T11:38:58.912362,2638608,-5125676,-7865696,-7898214,-7886653,-7865413,-7870297,-7916247,..
2019-07-15T11:38:59.032195,2637863,-5126239,-7865772,-7896393,-7886701,-7865216,-7870371,-7914691,..
2019-07-15T11:38:59.040184,2637153,-5126757,-7866048,-7894498,-7886720,-7865374,-7870531,-7913080,..
2019-07-15T11:38:59.247907,2636685,-5127052,-7866194,-7892395,-7886805,-7865561,-7870747,-7911259,..
2019-07-15T11:38:59.259891,2636503,-5127026,-7866161,-7890018,-7886744,-7865531,-7870695,-7909212,..
2019-07-15T11:38:59.495582,2636193,-5127109,-7865979,-7887772,-7886687,-7865712,-7870559,-7907297,..
2019-07-15T11:38:59.583473,2635491,-5127681,-7865734,-7885884,-7886454,-7865168,-7870229,-7905685,..
2019-07-15T11:38:59.711289,2634766,-5128279,-7866041,-7884021,-7886774,-7865537,-7870659,-7904077,..
2019-07-15T11:38:59.731262,2634334,-5128603,-7866224,-7881921,-7886972,-7865947,-7870766,-7902233,..
2019-07-15T11:38:59.938987,2634132,-5128693,-7865867,-7879573,-7886945,-7865826,-7870747,-7900234,..
2019-07-15T11:38:59.958959,2633754,-5128919,-7865456,-7874843,-7886791,-7865212,-7870458,-7898376,..
2019-07-15T11:39:00.050842,2633599,-5128929,-7867202,-7861999,-7887102,-7866174,-7871321,-7896279,..
2019-07-15T11:39:00.202635,2634271,-5128142,-7867402,-7865053,-7887389,-7866579,-7871581,-7893455,..
2019-07-15T11:39:00.222607,2635179,-5127088,-7867447,-7873951,-7887440,-7866232,-7871630,-7890480,..
2019-07-15T11:39:00.322475,2636204,-5125868,-7867069,-7882724,-7887161,-7865699,-7871427,-7887439,..
2019-07-15T11:39:00.494245,2636999,-5124916,-7866634,-7894832,-7886966,-7865397,-7870982,-7884581,..
2019-07-15T11:39:00.681995,2636946,-5124865,-7866046,-7914797,-7886564,-7865828,-7870530,-7882433,..
2019-07-15T11:39:00.925669,2636324,-5125343,-7865536,-7917896,-7886321,-7865465,-7870171,-7880752,..
2019-07-15T11:39:00.937654,2635881,-5125669,-7865889,-7915699,-7886567,-7865240,-7870451,-7878932,..
2019-07-15T11:39:01.153366,2635688,-5125651,-7866111,-7913221,-7886766,-7865767,-7870452,-7876844,..
2019-07-15T11:39:01.169346,2635376,-5125842,-7865691,-7910966,-7886569,-7865184,-7869927,-7875027,..
2019-07-15T11:39:01.281197,2634803,-5126285,-7865723,-7908969,-7886391,-7865354,-7870114,-7874646,..
2019-07-15T11:39:01.405032,2634463,-5126475,-7866226,-7906753,-7886812,-7865971,-7870627,-7874589,..
2019-07-15T11:39:01.432993,2634405,-5126397,-7865984,-7904291,-7886779,-7865724,-7870361,-7874686,..
2019-07-15T11:39:01.644711,2634444,-5126200,-7866311,-7901684,-7886806,-7865877,-7870762,-7874402,..
2019-07-15T11:39:01.864418,2634329,-5126101,-7865611,-7899225,-7886356,-7865242,-7869894,-7874272,..
2019-07-15T11:39:01.876403,2633900,-5126373,-7865964,-7897137,-7886448,-7865278,-7870332,-7874564,..
2019-07-15T11:39:02.080131,2633754,-5126432,-7866147,-7894859,-7886824,-7866035,-7870663,-7874724,..
2019-07-15T11:39:02.168012,2633953,-5126135,-7866482,-7892214,-7886894,-7866121,-7870917,-7874787,..
2019-07-15T11:39:02.287852,2634089,-5125814,-7866092,-7889541,-7886706,-7866032,-7870254,-7874461,..
2019-07-15T11:39:02.499570,2633945,-5125822,-7865612,-7887127,-7886416,-7865134,-7869992,-7874587,..
2019-07-15T11:39:02.515549,2633462,-5126178,-7865634,-7885107,-7886490,-7865203,-7870136,-7874579,..
2019-07-15T11:39:02.715282,2632991,-5126554,-7865592,-7883082,-7886441,-7865093,-7869889,-7874299,..
2019-07-15T11:39:02.727266,2633028,-5126396,-7866006,-7880604,-7886799,-7866024,-7870674,-7874316,..
2019-07-15T11:39:02.926999,2633320,-5125938,-7865809,-7875057,-7886662,-7865952,-7870574,-7874412,..
2019-07-15T11:39:49.989141,0,0,0,0,0,0,0,0,None
2019-07-15T11:39:50.188874,2660798,-5130983,-7872176,-7905096,-7931860,-7871967,-7876648,-8032633,None
2019-07-15T11:39:50.380619,2660273,-5131361,-7872229,-7903006,-7930688,-7872194,-7876776,-8030825,None
2019-07-15T11:39:50.392603,2659846,-5131522,-7872221,-7900796,-7929381,-7872110,-7876764,-8028886,None
2019-07-15T11:39:50.580352,2659251,-5132012,-7871734,-7898751,-7928285,-7871566,-7876336,-8027172,None
2019-07-15T11:39:50.728155,2658298,-5132882,-7871761,-7897053,-7927551,-7871276,-7876411,-8025781,None
2019-07-15T11:39:50.816038,2657486,-5133559,-7872377,-7895270,-7926647,-7872208,-7877057,-8024258,None
2019-07-15T11:39:50.971830,2656938,-5133890,-7872312,-7893232,-7925472,-7872302,-7876895,-8022489,None
2019-07-15T11:39:50.983815,2656457,-5134161,-7872132,-7891082,-7924203,-7871837,-7876712,-8020644,None
2019-07-15T11:39:51.167569,2655880,-5134553,-7872126,-7889042,-7923029,-7871910,-7876633,-8018889,None
2019-07-15T11:39:51.355318,2654952,-5135294,-7871616,-7887327,-7922216,-7871433,-7876423,-8017452,None
2019-07-15T11:39:51.503121,2654010,-5136058,-7871838,-7885600,-7921367,-7872155,-7876844,-8016021,None
2019-07-15T11:39:51.563042,2653506,-5136430,-7872324,-7878063,-7920211,-7872222,-7877072,-8014231,None
2019-07-15T11:39:51.758780,2653783,-5135980,-7873721,-7867476,-7918377,-7873039,-7877799,-8011791,None
2019-07-15T11:39:51.894599,2654386,-5135192,-7873232,-7874352,-7916274,-7873084,-7877491,-8009123,None
2019-07-15T11:39:51.970498,2654804,-5134729,-7873233,-7883971,-7914398,-7873098,-7877506,-8006636,None
2019-07-15T11:39:52.166237,2655273,-5134269,-7873131,-7893555,-7912408,-7873005,-7877587,-8003996,None
2019-07-15T11:39:52.178221,2655945,-5133623,-7873318,-7910128,-7910274,-7873026,-7877596,-8001221,None
2019-07-15T11:39:52.369965,2656082,-5133370,-7872404,-7924839,-7908622,-7872599,-7876937,-7998974,None
2019-07-15T11:39:52.565704,2655508,-5133767,-7871982,-7924041,-7907497,-7871794,-7876581,-7997263,None
2019-07-15T11:39:52.581683,2654580,-5134606,-7871756,-7922300,-7906724,-7871627,-7876567,-7995825,None
2019-07-15T11:39:52.765437,2653618,-5135354,-7872000,-7920540,-7905892,-7871621,-7876803,-7994359,None
2019-07-15T11:39:52.849326,2653054,-5135743,-7872439,-7918394,-7904704,-7872416,-7877061,-7992582,None
2019-07-15T11:39:52.965171,2652683,-5135983,-7872244,-7916129,-7903381,-7872192,-7876877,-7990685,None
2019-07-15T11:39:53.164905,2652049,-5136472,-7871886,-7914087,-7902314,-7871550,-7876532,-7989019,None
2019-07-15T11:39:53.184880,2651229,-5137199,-7872146,-7912323,-7901445,-7871724,-7876660,-7987529,None
2019-07-15T11:39:53.376623,2650579,-5137824,-7872485,-7910459,-7900470,-7872397,-7877103,-7985926,None
2019-07-15T11:39:53.480483,2650174,-5138142,-7872529,-7908295,-7899296,-7872466,-7877139,-7984089,None
2019-07-15T11:39:53.588340,2649701,-5138378,-7872217,-7906106,-7898084,-7871974,-7876834,-7982253,None
2019-07-15T11:39:53.788075,2648899,-5138907,-7872092,-7904248,-7897084,-7871748,-7876674,-7980702,None
2019-07-15T11:39:53.808047,2647963,-5139676,-7872130,-7902594,-7896302,-7871616,-7876758,-7979258,None
2019-07-15T11:39:54.011776,2647200,-5140256,-7872373,-7900764,-7895394,-7871874,-7877049,-7977689,None
2019-07-15T11:39:54.023759,2646733,-5140632,-7872481,-7898644,-7894214,-7872062,-7877151,-7975916,None
2019-07-15T11:39:54.219498,2646487,-5140751,-7872732,-7896371,-7893057,-7872214,-7877236,-7973946,None
2019-07-15T11:39:54.419232,2645934,-5141121,-7872384,-7894330,-7892964,-7871747,-7876984,-7972239,None
2019-07-15T11:39:54.431216,2645202,-5141796,-7872151,-7892567,-7893096,-7871506,-7876815,-7970751,None
2019-07-15T11:39:54.630949,2644489,-5142354,-7872529,-7890666,-7893356,-7871913,-7877237,-7969093,None
2019-07-15T11:39:54.686875,2644063,-5142509,-7872771,-7888453,-7893428,-7872538,-7877447,-7967174,None
2019-07-15T11:39:54.858652,2643651,-5142566,-7872150,-7886194,-7893291,-7872197,-7877133,-7965214,None
2019-07-15T11:39:54.946532,2642999,-5143012,-7871801,-7882576,-7893012,-7871426,-7876898,-7963536,None
2019-07-15T11:39:55.090336,2642668,-5143246,-7873201,-7869765,-7893430,-7872416,-7877642,-7961614,None
2019-07-15T11:39:55.106315,2643304,-5142527,-7873951,-7870616,-7893973,-7872802,-7878384,-7958840,None
2019-07-15T11:39:55.146266,2644352,-5141401,-7874002,-7879397,-7893924,-7872349,-7878211,-7955771,None
2019-07-15T11:39:55.338006,2645410,-5140188,-7873663,-7888174,-7893632,-7871802,-7877849,-7952701,None
2019-07-15T11:39:55.353985,2646072,-5139336,-7873121,-7899904,-7893381,-7871600,-7877457,-7949989,None
2019-07-15T11:39:55.413910,2646081,-5139201,-7872558,-7920249,-7893137,-7872065,-7877130,-7947810,None
2019-07-15T11:39:55.537739,2645642,-5139493,-7872225,-7924225,-7892967,-7872395,-7876935,-7946031,None
2019-07-15T11:39:55.569706,2645378,-5139579,-7872470,-7921862,-7893087,-7872204,-7876984,-7944049,None
2019-07-15T11:39:55.605648,2645155,-5139596,-7872466,-7919421,-7892896,-7871929,-7876955,-7942019,None
2019-07-15T11:39:55.661574,2644590,-5140002,-7872027,-7917299,-7892650,-7871440,-7876602,-7940272,None
2019-07-15T11:39:55.785409,2643781,-5140672,-7872058,-7915522,-7892811,-7871359,-7876820,-7938737,None
2019-07-15T11:39:55.913238,2643229,-5140998,-7872482,-7913484,-7893252,-7872076,-7877296,-7936948,None
2019-07-15T11:39:55.985144,2642910,-5141080,-7872638,-7911154,-7893189,-7872191,-7877113,-7934947,None
2019-07-15T11:39:56.001122,2642552,-5141236,-7872304,-7908815,-7893139,-7871920,-7877001,-7932992,None
2019-07-15T11:39:56.196860,2641889,-5141766,-7871947,-7906908,-7892821,-7871226,-7876627,-7931407,None
2019-07-15T11:39:56.208844,2641126,-5142422,-7872261,-7905132,-7893011,-7871817,-7877106,-7929874,None
2019-07-15T11:39:56.452559,2640651,-5142829,-7872400,-7903076,-7893129,-7871889,-7877051,-7928149,None
2019-07-15T11:39:56.668233,2640461,-5142902,-7872423,-7900723,-7893096,-7872111,-7877003,-7926107,None
2019-07-15T11:39:56.688205,2640169,-5143027,-7872455,-7898437,-7893011,-7872081,-7876996,-7924157,None
2019-07-15T11:39:56.919896,2639516,-5143549,-7872022,-7896497,-7893018,-7871302,-7876734,-7922547,None
2019-07-15T11:39:56.943864,2638743,-5144229,-7872256,-7894700,-7893126,-7871756,-7876953,-7921021,None
2019-07-15T11:39:57.147592,2638087,-5144720,-7872505,-7892767,-7893226,-7871881,-7877151,-7919363,None
2019-07-15T11:39:57.179550,2637765,-5144821,-7872811,-7890454,-7893469,-7872312,-7877334,-7917417,None
2019-07-15T11:39:57.371293,2637471,-5144875,-7872388,-7888170,-7893364,-7872259,-7877266,-7915443,None
2019-07-15T11:39:57.571027,2636799,-5145406,-7871921,-7886275,-7893099,-7871705,-7876884,-7913825,None
2019-07-15T11:39:57.579017,2636101,-5146029,-7872089,-7881879,-7893274,-7871979,-7877256,-7912212,None
2019-07-15T11:39:57.782745,2636159,-5145849,-7873806,-7868851,-7893715,-7872776,-7878004,-7909966,None
2019-07-15T11:39:57.790734,2637042,-5144709,-7874021,-7871686,-7893886,-7872786,-7878257,-7906927,None
2019-07-15T11:39:57.994462,2637995,-5143576,-7873846,-7880648,-7893821,-7872365,-7877983,-7903932,None
2019-07-15T11:39:58.006446,2638631,-5142904,-7873168,-7890038,-7893332,-7872301,-7877501,-7901304,None
2019-07-15T11:39:58.202184,2639188,-5142305,-7873350,-7903543,-7893521,-7872397,-7877994,-7898674,None
2019-07-15T11:39:58.218164,2639449,-5141897,-7872858,-7922509,-7893316,-7872571,-7877412,-7896269,None
2019-07-15T11:39:58.421892,2639306,-5141854,-7872402,-7923831,-7893025,-7872346,-7876977,-7894205,None
2019-07-15T11:39:58.429882,2639091,-5141961,-7872271,-7921449,-7893086,-7871878,-7876898,-7892232,None
2019-07-15T11:39:58.641599,2638441,-5142530,-7871829,-7919561,-7892841,-7871275,-7876538,-7890669,None
2019-07-15T11:39:58.845328,2637626,-5143246,-7871936,-7917780,-7892803,-7871167,-7876650,-7889149,None
2019-07-15T11:39:58.865301,2637078,-5143661,-7872162,-7915703,-7892807,-7871884,-7876896,-7887431,None
2019-07-15T11:39:59.069028,2636769,-5143781,-7872570,-7913368,-7893229,-7872165,-7877126,-7885479,None
2019-07-15T11:39:59.100987,2636438,-5143937,-7872198,-7911079,-7893029,-7871884,-7876626,-7883559,None
2019-07-15T11:39:59.288735,2635622,-5144532,-7872001,-7909193,-7892902,-7871493,-7876405,-7882017,None
2019-07-15T11:39:59.304715,2634952,-5145153,-7872430,-7907319,-7893158,-7871657,-7876751,-7880860,None
2019-07-15T11:39:59.524422,2635003,-5145035,-7872948,-7904797,-7893487,-7872674,-7877380,-7881177,None
2019-07-15T11:39:59.768096,2635157,-5144708,-7872904,-7902085,-7893365,-7872655,-7877188,-7881122,None
2019-07-15T11:39:59.784075,2635144,-5144586,-7872294,-7899557,-7893082,-7872011,-7876630,-7881282,None
2019-07-15T11:39:59.847990,2634609,-5144915,-7872346,-7897488,-7893122,-7871859,-7876845,-7881167,None
2019-07-15T11:39:59.991798,2634004,-5145278,-7872304,-7895468,-7893131,-7871831,-7876557,-7881078,None
2019-07-15T11:40:00.011774,2633811,-5145251,-7872784,-7893103,-7893333,-7872348,-7877212,-7881170,None
2019-07-15T11:40:00.203515,2633981,-5144924,-7872674,-7890439,-7893267,-7872597,-7877100,-7881107,None
2019-07-15T11:40:00.403248,2633978,-5144764,-7872132,-7887931,-7892961,-7872034,-7876751,-7881246,None
2019-07-15T11:40:00.419228,2633531,-5145098,-7871886,-7885890,-7892947,-7871839,-7876539,-7880827,None
2019-07-15T11:40:00.614968,2633174,-5145370,-7871828,-7880075,-7893018,-7871778,-7876614,-7881094,None
2019-07-15T11:40:00.678881,2633610,-5144711,-7873474,-7867424,-7893771,-7872199,-7877956,-7880853,None
2019-07-15T11:40:00.830679,2634926,-5143101,-7873812,-7871647,-7893782,-7871521,-7877802,-7880861,None
2019-07-15T11:40:01.030412,2635982,-5141803,-7873414,-7880340,-7893570,-7870800,-7877431,-7880457,None
2019-07-15T11:40:01.050386,2637009,-5140736,-7873237,-7889187,-7893559,-7870236,-7877586,-7880697,None
2019-07-15T11:40:01.286074,2637978,-5139744,-7873175,-7900648,-7893309,-7869762,-7877496,-7880600,None
2019-07-15T11:40:01.437869,2638710,-5138814,-7872919,-7920084,-7893109,-7869414,-7876972,-7880540,None
2019-07-15T11:40:01.593666,2639026,-5138332,-7872177,-7923327,-7892757,-7869419,-7876376,-7880414,None
2019-07-15T11:40:01.605646,2638975,-5138201,-7871818,-7920736,-7892529,-7869759,-7876390,-7880690,None
2019-07-15T11:40:01.641598,2638483,-5138583,-7871429,-7918609,-7892314,-7870561,-7875682,-7880349,None
2019-07-15T11:40:01.849321,2638146,-5138864,-7871719,-7916424,-7892484,-7871311,-7876326,-7880297,None
2019-07-15T11:40:01.869293,2638088,-5138726,-7872056,-7913902,-7892654,-7871719,-7876278,-7880336,None
2019-07-15T11:40:02.081011,2638191,-5138333,-7871974,-7911180,-7892471,-7871839,-7876144,-7880239,None
2019-07-15T11:40:02.184872,2638036,-5138334,-7871572,-7908764,-7892211,-7871782,-7876103,-7880012,None
2019-07-15T11:40:02.316697,2637733,-5138619,-7871624,-7906608,-7892227,-7870978,-7876007,-7880395,None
2019-07-15T11:40:02.340670,2637563,-5138752,-7872001,-7904336,-7892607,-7871519,-7876376,-7880475,None
2019-07-15T11:40:02.564367,2637458,-5138708,-7871816,-7901891,-7892477,-7871062,-7876353,-7880193,None
2019-07-15T11:40:02.584340,2637558,-5138356,-7871744,-7899237,-7892445,-7871538,-7876211,-7880563,None
2019-07-15T11:40:02.628296,2637244,-5138393,-7871478,-7896993,-7892186,-7871196,-7875834,-7879936,None
2019-07-15T11:40:02.832010,2636711,-5138796,-7871554,-7894912,-7892259,-7870953,-7875947,-7880181,None
2019-07-15T11:40:02.847988,2636295,-5139067,-7871798,-7892781,-7892408,-7871414,-7876196,-7880336,None
2019-07-15T11:40:03.043727,2636276,-5138901,-7871964,-7890281,-7892544,-7871611,-7876353,-7880243,None
2019-07-15T11:40:03.195524,2636334,-5138685,-7871526,-7887624,-7892147,-7871225,-7875967,-7880201,None
2019-07-15T11:40:03.291396,2636215,-5138745,-7871184,-7885236,-7892195,-7871214,-7876022,-7880037,None
2019-07-15T11:40:03.467163,2635728,-5139156,-7870876,-7880899,-7892074,-7870766,-7875794,-7879932,None
2019-07-15T11:40:03.694869,2635989,-5138835,-7872650,-7867615,-7892933,-7871542,-7877309,-7880176,None
2019-07-15T11:40:03.766763,2637321,-5137480,-7873272,-7869499,-7892988,-7870972,-7877195,-7880046,None
2019-07-15T11:40:03.874618,2638721,-5136089,-7872966,-7877836,-7892848,-7870117,-7876948,-7879967,None
2019-07-15T11:40:03.994469,2639862,-5134950,-7872451,-7886454,-7892428,-7869533,-7876410,-7879835,None
2019-07-15T11:40:04.002448,2640808,-5133976,-7872404,-7897032,-7892551,-7869121,-7876603,-7879921,None
2019-07-15T11:40:04.278092,2641401,-5133327,-7871864,-7916872,-7892289,-7868991,-7876071,-7879612,None
2019-07-15T11:40:04.561702,2641738,-5132960,-7871368,-7922394,-7891996,-7869039,-7875646,-7879469,None
2019-07-15T11:40:04.765430,2641946,-5132650,-7871297,-7919659,-7891780,-7869213,-7875624,-7879432,None
2019-07-15T11:40:04.973153,2641787,-5132692,-7870891,-7917211,-7891580,-7869678,-7875201,-7879457,None
2019-07-15T11:40:05.077025,2641302,-5133001,-7870731,-7915099,-7891574,-7870486,-7875234,-7879376,None
2019-07-15T11:40:05.188916,2641139,-5133044,-7871189,-7912757,-7891831,-7871127,-7875780,-7879849,None
2019-07-15T11:40:05.308706,2641136,-5132888,-7871278,-7910199,-7891842,-7870994,-7875622,-7879443,None
2019-07-15T11:40:05.492470,2641273,-5132539,-7871248,-7907496,-7891916,-7871027,-7875526,-7879469,None
2019-07-15T11:40:05.588341,2641079,-5132627,-7870869,-7905188,-7891561,-7870636,-7875351,-7879416,None
2019-07-15T11:40:05.744125,2640723,-5132987,-7870742,-7903067,-7891484,-7870426,-7875065,-7879595,None
2019-07-15T11:40:05.820024,2640456,-5133252,-7871123,-7900851,-7891634,-7870709,-7875567,-7879547,None
2019-07-15T11:40:05.899917,2640571,-5133026,-7871186,-7898235,-7891842,-7870994,-7875458,-7879431,None
2019-07-15T11:40:05.971823,2640582,-5132829,-7870825,-7895682,-7891359,-7870548,-7875122,-7879186,None
2019-07-15T11:40:06.055720,2640183,-5133105,-7870592,-7893556,-7891327,-7870367,-7875151,-7879059,None
2019-07-15T11:40:06.107641,2639775,-5133446,-7870662,-7891496,-7891439,-7870249,-7875014,-7879417,None
2019-07-15T11:40:06.115630,2639538,-5133599,-7871093,-7889274,-7891772,-7870526,-7875491,-7879445,None
2019-07-15T11:40:06.147587,2639723,-5133245,-7871086,-7886615,-7891701,-7871058,-7875501,-7879628,None
2019-07-15T11:40:06.227481,2639933,-5132902,-7870650,-7883865,-7891761,-7870784,-7875541,-7879726,None
2019-07-15T11:40:06.519091,2639783,-5133030,-7870706,-7875393,-7891486,-7870361,-7875177,-7879312,None
2019-07-15T11:40:06.579014,2640251,-5132546,-7872171,-7865833,-7892037,-7870744,-7876268,-7879074,None
2019-07-15T11:40:06.594990,2641390,-5131314,-7872324,-7872791,-7892346,-7870424,-7876272,-7879064,None
2019-07-15T11:40:06.622961,2642757,-5129716,-7872315,-7881263,-7892192,-7869466,-7876322,-7879051,None
2019-07-15T11:40:06.670941,2644084,-5128198,-7871986,-7889712,-7892029,-7868470,-7876160,-7878896,None
2019-07-15T11:40:06.726814,2645049,-5127148,-7871164,-7903614,-7891536,-7867859,-7875541,-7879071,None
2019-07-15T11:40:06.774752,2645336,-5126972,-7870587,-7921419,-7891274,-7868085,-7875166,-7878968,None
2019-07-15T11:40:06.826698,2645338,-5126990,-7870491,-7921685,-7891239,-7868470,-7874870,-7878862,None
2019-07-15T11:40:06.854704,2645511,-5126754,-7870571,-7918937,-7891292,-7868624,-7875020,-7878764,None
2019-07-15T11:40:06.862669,2645695,-5126444,-7870392,-7916172,-7891229,-7868782,-7874876,-7878951,None
2019-07-15T11:40:06.874617,2645471,-5126460,-7870131,-7913831,-7890979,-7869336,-7874499,-7879326,None
2019-07-15T11:40:06.902602,2645014,-5126820,-7870186,-7911777,-7890807,-7870229,-7874484,-7878957,None
2019-07-15T11:40:06.930543,2644884,-5126980,-7870263,-7909442,-7890896,-7870220,-7874598,-7878902,None
2019-07-15T11:40:06.938532,2644960,-5126804,-7870397,-7906821,-7890882,-7870138,-7874854,-7878619,None
2019-07-15T11:40:06.974520,2644864,-5126668,-7870214,-7904269,-7890749,-7869574,-7874436,-7878358,None
2019-07-15T11:40:06.978478,2644684,-5126678,-7870354,-7901869,-7890810,-7870087,-7874664,-7879001,None
2019-07-15T11:40:06.986513,2644274,-5127039,-7870014,-7899871,-7890634,-7869461,-7874252,-7878498,None
2019-07-15T11:40:07.018427,2644205,-5127062,-7870449,-7897540,-7890908,-7870087,-7874796,-7878827,None
2019-07-15T11:40:07.042396,2644408,-5126739,-7870540,-7894851,-7891049,-7870382,-7874816,-7878800,None
2019-07-15T11:40:07.066361,2644353,-5126627,-7870016,-7892371,-7890759,-7869772,-7874219,-7878615,None
2019-07-15T11:40:07.090330,2643937,-5126980,-7870054,-7890282,-7890732,-7869442,-7874505,-7878624,None
2019-07-15T11:40:07.150250,2643464,-5127378,-7870036,-7888268,-7890659,-7869462,-7874383,-7878560,None
2019-07-15T11:40:07.158239,2643301,-5127434,-7870191,-7885942,-7890890,-7869965,-7874690,-7878775,None
2019-07-15T11:40:07.182210,2643511,-5127050,-7870189,-7882769,-7891002,-7870438,-7875061,-7878682,None
2019-07-15T11:40:07.186237,2643872,-5126507,-7870449,-7871037,-7890888,-7870144,-7874786,-7878590,None
2019-07-15T11:40:07.214197,2644642,-5125767,-7871242,-7866109,-7891322,-7869676,-7875346,-7878639,None
2019-07-15T11:40:07.238132,2645586,-5124789,-7871254,-7874608,-7891385,-7869393,-7875417,-7878497,None
2019-07-15T11:40:07.246154,2646822,-5123457,-7871341,-7883277,-7891412,-7868708,-7875514,-7878502,None
